POSITION sPOSITION AREA sAREA WIDTH sWIDTH R BETA
59.25650863486416 0.26869158117484543 1353.595551940147 33.600589104498916 5.342169264742712 0.28935090435211525 40.96500054075832 11.339122861280005
223.2010482442159 0.3796196228142209 910.5460569298136 40.76521781677033 5.142698669687297 0.37024413328121986 40.96500054075832 11.339122861280005
241.72993058776675 0.6436440950051607 270.69870061487126 23.864344228294307 5.142698669687297 0.37024413328121986 40.96500054075832 11.339122861280005
289.5019824507614 1.2300618796592648 93.09944180645826 15.333030357357417 4.5464158158915655 0.23771767000389582 40.96500054075832 11.339122861280005
330.35548962404255 0.2658056529845715 922.8523898883718 31.89825752997147 4.5464158158915655 0.23771767000389582 40.96500054075832 11.339122861280005
361.3904884610337 0.7991097086428232 159.75089814926585 14.22717362619034 4.5464158158915655 0.23771767000389582 40.96500054075832 11.339122861280005
413.17356489037644 1.7330309508045747 133.8529048801115 47.960156060300655 5.713219285092474 5.150038318496175 40.96500054075832 11.339122861280005
1006.0852148514617 0.3278854265173091 831.480906091642 29.69301601885762 5.422887979904116 0.2807425544966674 40.96500054075832 11.339122861280005
1068.9894255752629 0.43493966060213574 381.9060505620279 21.708703781435755 4.165151436478599 0.3774673054413508 40.96500054075832 11.339122861280005
1208.1938907297829 0.409480404888697 665.6603825517695 27.608368552434808 4.620091693433322 0.13792714834695685 40.96500054075832 11.339122861280005
1250.5360827471973 0.14679784552820538 3871.943167325955 65.33182201203671 4.620091693433322 0.13792714834695685 40.96500054075832 11.339122861280005
1267.5 4.029871115637504 42.47303738913936 28.401323878386652 4.229853995382333 3.007656943387178 40.96500054075832 11.339122861280005
1483.780578654527 0.2520991219923929 1593.695006578414 39.70549297299042 5.128365864493437 0.19617722960525236 40.96500054075832 11.339122861280005
1524.8959724429967 0.39099713428541827 473.4007260919208 25.732935424177274 5.128365864493437 0.19617722960525236 40.96500054075832 11.339122861280005
1617.0848568300069 0.9465261174762455 2158.9466086586012 104.75229834531679 6.317503662080424 0.328638000455549 40.96500054075832 11.339122861280005
1646.4447364700172 0.634384523566344 469.9098240645909 38.591875429018735 6.317503662080424 0.328638000455549 40.96500054075832 11.339122861280005
1875.5023738315617 0.4255201166499719 580.3047248918459 24.185722423325924 6.153188436410768 0.40430753206323033 40.96500054075832 11.339122861280005
2112.8186716987157 7.012170676870757 208.49259798928 37.55076961177195 4.585691739291874 0.6617403653110311 40.96500054075832 11.339122861280005
2164.680049834788 0.8855107095783376 11944.629412947019 531.6746764963558 4.585691739291874 0.6617403653110311 40.96500054075832 11.339122861280005
2216.337402830043 0.9482211945003499 113.33780722067519 18.066810493185645 2.901455712788182 1.7148006756278364 40.96500054075832 11.339122861280005
2419.0882586641196 0.35033817682087914 1765.6034419035977 41.912187937452664 6.653753425492576 0.24393901121941813 40.96500054075832 11.339122861280005
